player,team,position,age,club,games,minutes,goals,assists,cards_yellow,cards_red,shots,shots_on_target,goals_per_shot,goals_per_shot_on_target,minutes_per_game,fouls,fouled,offsides,crosses,interceptions,tackles_won,goals_per_90,assist_per_90,cards_per_fouls_per_90,bad_discipline,age_binned
Adil Boulbina,Algeria,FW,23,Unattached,2,19,0,0,0,0,0,0,0.0,0.0,10.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,21-25
Amine Gouiri,Algeria,FW,26,Marseille,4,251,1,0,0,0,3,2,0.33,0.5,63.0,1,1,0,1,0,1,0.3586,0.0,0.0,0.0,26-30
Anis Hadj Moussa,Algeria,MF,24,Feyenoord,3,98,0,0,0,0,2,0,0.0,0.0,33.0,0,2,0,5,1,0,0.0,0.0,0.0,0.0,21-25
Aïssa Mandi,Algeria,DF,34,Lille,4,360,0,0,0,0,0,0,0.0,0.0,90.0,0,5,0,0,4,3,0.0,0.0,0.0,0.0,31-35
Fares Chaïbi,Algeria,MF,23,Frankfurt,4,360,0,0,1,0,9,3,0.0,0.0,90.0,3,2,1,6,3,5,0.0,0.0,0.25,0.25,21-25
Farés Ghedjemis,Algeria,FW,23,Frosinone,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Hicham Boudaoui,Algeria,MF,26,Nice,3,128,0,0,1,0,0,0,0.0,0.0,43.0,4,1,0,1,2,1,0.0,0.0,0.703,0.703,26-30
Houssem Aouar,Algeria,MF,27,Al-Ittihad,3,173,0,2,0,0,3,1,0.0,0.0,58.0,1,2,0,0,0,1,0.0,1.04,0.0,0.0,26-30
Ibrahim Maza,Algeria,MF,20,Leverkusen,4,351,0,0,0,0,11,3,0.0,0.0,88.0,1,5,0,1,0,2,0.0,0.0,0.0,0.0,16-20
Jaouen Hadjam,Algeria,DF,23,Young Boys,3,109,0,0,0,0,1,0,0.0,0.0,36.0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,21-25
Luca Zidane,Algeria,GK,28,Granada,3,270,0,0,0,0,0,0,0.0,0.0,90.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Mohamed Amoura,Algeria,FW,26,Wolfsburg,1,27,0,0,0,0,0,0,0.0,0.0,27.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Nabil Bentaleb,Algeria,MF,31,Lille,4,285,0,0,0,0,1,0,0.0,0.0,71.0,2,3,0,3,3,4,0.0,0.0,0.0,0.0,31-35
Nadhir Benbouali,Algeria,FW,26,Győr,1,45,1,0,0,0,2,2,0.5,0.5,45.0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,26-30
Oussama Benbot,Algeria,GK,31,Unattached,1,90,0,0,0,0,0,0,0.0,0.0,90.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Rafik Belghali,Algeria,DF,24,Hellas Verona,4,331,1,0,0,0,3,1,0.33,1.0,83.0,4,2,0,4,1,3,0.272,0.0,0.0,0.0,21-25
Ramiz Zerrouki,Algeria,MF,28,Twente,3,111,0,0,1,0,0,0,0.0,0.0,37.0,4,0,0,0,2,1,0.0,0.0,0.811,0.811,26-30
Ramy Bensebaini,Algeria,DF,31,Dortmund,4,360,0,0,0,0,2,0,0.0,0.0,90.0,1,5,0,0,7,6,0.0,0.0,0.0,0.0,31-35
Rayan Aït-Nouri,Algeria,DF,25,Manchester City,4,284,0,0,0,0,1,0,0.0,0.0,71.0,6,4,0,8,5,13,0.0,0.0,0.0,0.0,21-25
Riyad Mahrez,Algeria,MF,35,Al-Ahli,4,262,2,1,0,0,6,3,0.33,0.6665,66.0,1,7,1,10,1,2,0.687,0.3435,0.0,0.0,31-35
Samir Chergui,Algeria,DF,27,Paris FC,1,20,0,0,0,0,0,0,0.0,0.0,20.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Zineddine Belaïd,Algeria,DF,27,Unattached,2,25,0,0,0,0,0,0,0.0,0.0,13.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,26-30
Alexis Mac Allister,Argentina,MF,27,Liverpool,8,750,1,1,1,0,13,4,0.08,0.25,94.0,9,12,0,2,9,12,0.12,0.12,0.12,0.12,26-30
Cristian Romero,Argentina,DF,28,Tottenham,7,608,1,0,2,0,3,1,0.33,1.0,87.0,9,3,0,0,11,10,0.1481,0.0,0.2961,0.2961,26-30
Emiliano Martínez,Argentina,GK,33,Aston Villa,8,810,0,0,0,0,0,0,0.0,0.0,101.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Enzo Fernández,Argentina,MF,25,Chelsea,7,659,2,0,2,1,12,4,0.17,0.5,94.0,12,6,1,5,6,7,0.2732,0.0,0.4097,0.6826,21-25
Exequiel Palacios,Argentina,DF,27,Leverkusen,1,90,0,0,0,0,0,0,0.0,0.0,90.0,1,1,0,0,5,0,0.0,0.0,0.0,0.0,26-30
Facundo Medina,Argentina,DF,27,Marseille,5,308,0,1,1,0,0,0,0.0,0.0,62.0,3,2,1,1,2,7,0.0,0.2922,0.2922,0.2922,26-30
Flaco López,Argentina,FW,25,Palmeiras,2,20,0,1,1,0,1,0,0.0,0.0,10.0,1,0,0,0,0,1,0.0,4.5,4.5,4.5,21-25
Giovani Lo Celso,Argentina,MF,30,Real Betis,1,59,1,0,0,0,1,1,1.0,1.0,59.0,1,1,1,1,1,0,1.525,0.0,0.0,0.0,26-30
Giuliano Simeone,Argentina,FW,23,Atlético Madrid,3,192,0,0,0,0,1,0,0.0,0.0,64.0,9,1,1,2,1,3,0.0,0.0,0.0,0.0,21-25
Gonzalo Montiel,Argentina,DF,29,River Plate,6,192,0,1,1,0,1,0,0.0,0.0,32.0,4,2,0,4,3,3,0.0,0.4688,0.4688,0.4688,26-30
Julián Álvarez,Argentina,FW,26,Atlético Madrid,8,602,1,0,0,0,11,5,0.09,0.2,75.0,11,4,2,2,3,4,0.1495,0.0,0.0,0.0,26-30
Lautaro Martínez,Argentina,FW,28,Inter,7,310,3,1,1,0,10,4,0.2,0.75,44.0,8,5,2,1,1,1,0.871,0.2903,0.2903,0.2903,26-30
Leandro Paredes,Argentina,MF,31,Boca Juniors,7,473,0,0,2,0,4,1,0.0,0.0,68.0,9,3,0,2,5,6,0.0,0.0,0.3806,0.3806,31-35
Lionel Messi,Argentina,FW,38,Inter Miami,8,740,8,4,0,0,35,18,0.23,0.4443,93.0,3,20,5,54,0,10,0.973,0.4866,0.0,0.0,36-40
Lisandro Martínez,Argentina,DF,28,Manchester Utd,7,624,1,1,2,0,4,2,0.25,0.5,89.0,7,4,0,2,6,7,0.1443,0.1443,0.2886,0.2886,26-30
Marcos Senesi,Argentina,DF,29,Bournemouth,2,109,0,0,0,0,1,0,0.0,0.0,55.0,0,3,0,0,2,0,0.0,0.0,0.0,0.0,26-30
Nahuel Molina,Argentina,DF,28,Atlético Madrid,7,528,0,0,0,0,1,0,0.0,0.0,75.0,3,0,1,5,8,3,0.0,0.0,0.0,0.0,26-30
Nicolás González,Argentina,MF,28,Atlético Madrid,7,259,0,1,0,0,7,1,0.0,0.0,37.0,4,3,2,6,1,3,0.0,0.3474,0.0,0.0,26-30
Nicolás Otamendi,Argentina,DF,38,Benfica,7,247,0,0,0,0,1,0,0.0,0.0,35.0,4,4,1,0,6,2,0.0,0.0,0.0,0.0,36-40
Nicolás Paz,Argentina,MF,21,Como,2,71,0,0,0,0,1,0,0.0,0.0,36.0,2,1,0,0,0,2,0.0,0.0,0.0,0.0,21-25
Nicolás Tagliafico,Argentina,DF,33,Lyon,7,476,0,0,0,0,0,0,0.0,0.0,68.0,9,16,2,2,6,4,0.0,0.0,0.0,0.0,31-35
Rodrigo De Paul,Argentina,MF,32,Inter Miami,7,491,0,1,1,0,2,1,0.0,0.0,70.0,2,5,1,14,6,4,0.0,0.1833,0.1833,0.1833,31-35
Thiago Almada,Argentina,MF,25,Atlético Madrid,5,241,0,0,1,0,5,2,0.0,0.0,48.0,2,2,2,1,0,4,0.0,0.0,0.3735,0.3735,21-25
Valentín Barco,Argentina,DF,21,Strasbourg,1,20,0,0,0,0,0,0,0.0,0.0,20.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Aiden O'Neill,Australia,MF,27,NYCFC,4,360,0,0,0,0,2,0,0.0,0.0,90.0,2,8,0,10,2,2,0.0,0.0,0.0,0.0,26-30
Ajdin Hrustic,Australia,MF,29,Heracles Almelo,2,80,0,0,0,0,3,0,0.0,0.0,40.0,1,0,0,5,0,0,0.0,0.0,0.0,0.0,26-30
Alessandro Circati,Australia,DF,22,Parma,4,390,0,0,1,0,3,0,0.0,0.0,98.0,5,4,0,2,2,7,0.0,0.0,0.2307,0.2307,21-25
Awer Mabil,Australia,FW,30,Castellón,1,30,0,0,0,0,1,0,0.0,0.0,30.0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,26-30
Aziz Behich,Australia,MF,35,Melb City,3,217,0,0,0,0,1,1,0.0,0.0,72.0,1,4,0,6,1,4,0.0,0.0,0.0,0.0,31-35
Cameron Burgess,Australia,DF,30,Swansea City,2,135,0,0,0,0,0,0,0.0,0.0,68.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,26-30
Connor Metcalfe,Australia,MF,26,St Pauli,4,315,1,0,0,0,5,2,0.2,0.5,79.0,1,0,0,8,2,5,0.2856,0.0,0.0,0.0,26-30
Cristian Volpato,Australia,MF,22,Sassuolo,3,160,0,0,0,0,4,1,0.0,0.0,53.0,1,2,0,11,0,1,0.0,0.0,0.0,0.0,21-25
Harry Souttar,Australia,DF,27,Leicester City,4,390,0,0,1,0,1,1,0.0,0.0,98.0,8,1,0,0,4,0,0.0,0.0,0.2307,0.2307,26-30
Jackson Irvine,Australia,MF,33,St Pauli,4,223,0,0,1,0,3,1,0.0,0.0,56.0,3,3,0,2,1,1,0.0,0.0,0.4036,0.4036,31-35
Jacob Italiano,Australia,DF,24,Grazer AK,2,163,0,0,1,0,1,0,0.0,0.0,82.0,0,0,0,8,1,2,0.0,0.0,0.5522,0.5522,21-25
Jason Geria,Australia,DF,33,Albirex Niigata,2,62,0,0,0,0,0,0,0.0,0.0,31.0,2,0,0,1,2,1,0.0,0.0,0.0,0.0,31-35
Jordy Bos,Australia,MF,23,Feyenoord,4,308,0,0,1,0,5,2,0.0,0.0,77.0,4,4,0,8,3,3,0.0,0.0,0.2922,0.2922,21-25
Kai Trewin,Australia,DF,25,NYCFC,1,75,0,0,0,0,1,0,0.0,0.0,75.0,0,1,0,2,2,0,0.0,0.0,0.0,0.0,21-25
Lucas Herrington,Australia,DF,18,Colorado Rapids,2,210,0,0,0,0,0,0,0.0,0.0,105.0,2,0,0,0,2,1,0.0,0.0,0.0,0.0,16-20
Mathew Leckie,Australia,MF,35,Melb City,1,60,0,0,0,0,1,0,0.0,0.0,60.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,31-35
Mathew Ryan,Australia,GK,34,Levante,1,2,0,0,0,0,0,0,0.0,0.0,2.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Mo Touré,Australia,FW,22,Norwich City,3,165,0,0,0,0,4,1,0.0,0.0,55.0,4,2,1,1,0,1,0.0,0.0,0.0,0.0,21-25
Nestory Irankunda,Australia,FW,20,Watford,4,261,1,0,0,0,6,2,0.17,0.5,65.0,4,5,0,1,1,0,0.3447,0.0,0.0,0.0,16-20
Nishan Velupillay,Australia,MF,25,Melb. Victory,2,75,0,0,0,0,0,0,0.0,0.0,38.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,21-25
Patrick Beach,Australia,GK,22,Melb City,4,388,0,0,0,0,0,0,0.0,0.0,97.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Paul Okon-Engstler,Australia,MF,21,Sydney FC,4,197,0,1,0,0,0,0,0.0,0.0,49.0,3,2,0,2,5,2,0.0,0.4568,0.0,0.0,21-25
Tete Yengi,Australia,FW,25,Machida Zelvia,2,24,0,0,0,0,1,1,0.0,0.0,12.0,3,0,0,1,0,2,0.0,0.0,0.0,0.0,21-25
Alexander Prass,Austria,DF,25,Hoffenheim,2,29,0,0,0,0,0,0,0.0,0.0,15.0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,21-25
Alexander Schlager,Austria,GK,30,RB Salzburg,4,360,0,0,0,0,0,0,0.0,0.0,90.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Carney Chukwuemeka,Austria,MF,22,Dortmund,3,83,0,0,0,0,2,1,0.0,0.0,28.0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,21-25
David Alaba,Austria,DF,33,Real Madrid,4,275,0,1,0,0,2,0,0.0,0.0,69.0,2,0,0,1,4,1,0.0,0.3274,0.0,0.0,31-35
Florian Grillitsch,Austria,DF,30,Braga,2,90,0,0,0,0,0,0,0.0,0.0,45.0,3,1,0,1,0,1,0.0,0.0,0.0,0.0,26-30
Kevin Danso,Austria,DF,27,Tottenham,4,241,0,0,0,0,1,0,0.0,0.0,60.0,1,2,0,1,0,1,0.0,0.0,0.0,0.0,26-30
Konrad Laimer,Austria,MF,29,Bayern Munich,4,360,0,1,1,0,1,0,0.0,0.0,90.0,6,3,3,4,2,6,0.0,0.25,0.25,0.25,26-30
Marcel Sabitzer,Austria,MF,32,Dortmund,4,360,1,0,1,0,5,2,0.2,0.5,90.0,2,3,1,31,6,2,0.25,0.0,0.25,0.25,31-35
Marco Friedl,Austria,DF,28,Werder Bremen,1,24,0,0,0,0,0,0,0.0,0.0,24.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Marko Arnautović,Austria,FW,37,Red Star,4,144,2,0,1,0,3,3,0.33,0.6665,36.0,3,1,5,0,0,0,1.25,0.0,0.625,0.625,36-40
Michael Gregoritsch,Austria,FW,32,Augsburg,3,188,0,1,0,0,1,0,0.0,0.0,63.0,1,1,2,0,0,0,0.0,0.4788,0.0,0.0,31-35
Nicolas Seiwald,Austria,MF,25,RB Leipzig,4,315,0,0,0,0,3,0,0.0,0.0,79.0,1,1,0,3,4,5,0.0,0.0,0.0,0.0,21-25
Patrick Wimmer,Austria,FW,25,Wolfsburg,2,21,0,0,0,0,1,0,0.0,0.0,11.0,3,1,0,0,2,0,0.0,0.0,0.0,0.0,21-25
Paul Wanner,Austria,MF,20,PSV,4,234,0,0,0,0,1,0,0.0,0.0,59.0,4,2,0,1,2,1,0.0,0.0,0.0,0.0,16-20
Philipp Lienhart,Austria,DF,29,Freiburg,2,180,0,0,0,0,1,0,0.0,0.0,90.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,26-30
Phillipp Mwene,Austria,DF,32,Mainz 05,2,147,0,0,0,0,1,0,0.0,0.0,74.0,1,1,0,6,3,0,0.0,0.0,0.0,0.0,31-35
Romano Schmid,Austria,MF,26,Werder Bremen,4,263,1,0,0,0,2,1,0.5,1.0,66.0,3,4,0,3,0,4,0.3423,0.0,0.0,0.0,26-30
Saša Kalajdžić,Austria,FW,28,LASK,3,77,1,0,0,0,4,1,0.25,1.0,26.0,2,2,0,1,0,0,1.169,0.0,0.0,0.0,26-30
Stefan Posch,Austria,DF,29,Mainz 05,4,331,0,0,2,0,3,0,0.0,0.0,83.0,7,3,0,3,10,4,0.0,0.0,0.544,0.544,26-30
Xaver Schlager,Austria,MF,28,RB Leipzig,4,238,0,1,0,0,1,0,0.0,0.0,60.0,6,0,0,1,7,3,0.0,0.3782,0.0,0.0,26-30
Alexis Saelemaekers,Belgium,MF,26,Milan,4,83,1,0,0,0,4,1,0.25,1.0,21.0,0,2,2,1,0,2,1.084,0.0,0.0,0.0,26-30
Amadou Onana,Belgium,MF,24,Aston Villa,4,106,0,0,0,0,2,0,0.0,0.0,27.0,1,3,0,0,2,2,0.0,0.0,0.0,0.0,21-25
Arthur Theate,Belgium,DF,26,Frankfurt,3,228,0,0,0,0,5,1,0.0,0.0,76.0,1,0,0,0,3,0,0.0,0.0,0.0,0.0,26-30
Axel Witsel,Belgium,DF,37,Girona,2,33,0,0,1,0,0,0,0.0,0.0,17.0,2,1,0,0,0,0,0.0,0.0,2.727,2.727,36-40
Brandon Mechele,Belgium,DF,33,Club Brugge,6,570,0,0,1,0,5,1,0.0,0.0,95.0,9,2,0,0,4,4,0.0,0.0,0.1578,0.1578,31-35
Charles De Ketelaere,Belgium,FW,25,Atalanta,5,350,3,1,0,0,6,5,0.5,0.6,70.0,2,3,2,3,5,4,0.7715,0.257,0.0,0.0,21-25
Diego Moreira,Belgium,MF,21,Strasbourg,1,58,0,0,0,0,0,0,0.0,0.0,58.0,2,1,1,5,1,1,0.0,0.0,0.0,0.0,21-25
Dodi Lukebakio,Belgium,MF,28,Benfica,3,164,0,0,0,0,7,1,0.0,0.0,55.0,1,2,0,6,0,1,0.0,0.0,0.0,0.0,26-30
Hans Vanaken,Belgium,MF,33,Club Brugge,6,319,1,2,0,0,5,1,0.2,1.0,53.0,0,6,0,2,1,1,0.2822,0.5645,0.0,0.0,31-35
Jeremy Doku,Belgium,MF,24,Manchester City,5,309,0,0,0,0,3,1,0.0,0.0,62.0,4,18,0,6,3,1,0.0,0.0,0.0,0.0,21-25
Joaquin Seys,Belgium,DF,21,Club Brugge,1,30,0,0,0,0,0,0,0.0,0.0,30.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,21-25
Kevin De Bruyne,Belgium,MF,34,Napoli,5,382,1,0,1,0,20,5,0.05,0.2,76.0,2,4,0,21,0,2,0.2356,0.0,0.2356,0.2356,31-35
Leandro Trossard,Belgium,MF,31,Arsenal,6,506,2,2,0,0,17,3,0.12,0.6665,84.0,4,8,1,7,4,1,0.3557,0.3557,0.0,0.0,31-35
Matias Fernandez-Pardo,Belgium,FW,21,Lille,3,44,0,0,0,0,3,0,0.0,0.0,15.0,0,0,0,2,0,1,0.0,0.0,0.0,0.0,21-25
Maxim De Cuyper,Belgium,DF,25,Brighton,6,442,0,0,1,0,10,6,0.0,0.0,74.0,7,2,0,12,6,2,0.0,0.0,0.2036,0.2036,21-25
Nathan Ngoy,Belgium,DF,23,Lille,4,335,0,0,0,1,1,0,0.0,0.0,84.0,6,1,0,0,7,4,0.0,0.0,0.2686,0.806,21-25
Nicolas Raskin,Belgium,MF,25,Rangers,6,341,0,2,0,0,2,1,0.0,0.0,57.0,12,3,0,7,2,5,0.0,0.528,0.0,0.0,21-25
Romelu Lukaku,Belgium,FW,33,Napoli,6,233,3,1,1,0,6,3,0.5,1.0,39.0,2,0,1,0,0,0,1.159,0.3862,0.3862,0.3862,31-35
Senne Lammens,Belgium,GK,23,Manchester Utd,1,20,0,0,0,0,0,0,0.0,0.0,20.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Thibaut Courtois,Belgium,GK,34,Real Madrid,6,550,0,0,0,0,0,0,0.0,0.0,92.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Thomas Meunier,Belgium,DF,34,Lille,3,190,0,1,0,0,2,1,0.0,0.0,63.0,9,0,0,7,2,2,0.0,0.4736,0.0,0.0,31-35
Timothy Castagne,Belgium,DF,30,Fulham,6,478,0,1,1,0,3,1,0.0,0.0,80.0,7,2,0,20,8,7,0.0,0.1882,0.1882,0.1882,26-30
Youri Tielemans,Belgium,MF,29,Aston Villa,5,474,2,0,0,0,11,3,0.09,0.6665,95.0,7,10,1,15,2,6,0.3796,0.0,0.0,0.0,26-30
Amar Dedić,Bosnia–Herz,DF,23,Benfica,3,270,0,0,1,0,2,1,0.0,0.0,90.0,6,3,0,0,1,7,0.0,0.0,0.3333,0.3333,21-25
Amar Memić,Bosnia–Herz,MF,25,Viktoria Plzeň,4,224,0,0,0,0,3,1,0.0,0.0,56.0,4,3,0,5,2,2,0.0,0.0,0.0,0.0,21-25
Amir Hadžiahmetović,Bosnia–Herz,MF,29,Hull City,1,6,0,0,0,0,0,0,0.0,0.0,6.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,26-30
Arjan Malic,Bosnia–Herz,DF,20,Sturm Graz,1,45,0,0,0,0,0,0,0.0,0.0,45.0,1,1,0,2,0,0,0.0,0.0,0.0,0.0,16-20
Armin Gigovic,Bosnia–Herz,MF,24,Young Boys,2,79,0,0,0,0,0,0,0.0,0.0,40.0,0,2,0,0,2,1,0.0,0.0,0.0,0.0,21-25
Benjamin Tahirovic,Bosnia–Herz,MF,23,Brøndby,4,237,0,0,0,0,1,0,0.0,0.0,59.0,3,2,0,2,4,4,0.0,0.0,0.0,0.0,21-25
Dennis Hadžikadunić,Bosnia–Herz,DF,27,Sampdoria,1,27,0,1,0,0,0,0,0.0,0.0,27.0,1,0,0,0,0,2,0.0,3.334,0.0,0.0,26-30
Dženis Burnić,Bosnia–Herz,MF,28,Karlsruher,2,16,0,0,0,0,1,0,0.0,0.0,8.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Edin Džeko,Bosnia–Herz,FW,40,Schalke 04,3,176,0,0,1,0,3,0,0.0,0.0,59.0,1,2,0,0,1,0,0.0,0.0,0.511,0.511,36-40
Ermedin Demirović,Bosnia–Herz,FW,28,Stuttgart,4,354,0,0,1,0,4,4,0.0,0.0,89.0,11,3,1,0,1,1,0.0,0.0,0.2542,0.2542,26-30
Ermin Mahmić,Bosnia–Herz,MF,21,Slovan Liberec,3,68,2,0,1,0,4,2,0.5,1.0,23.0,1,1,0,1,0,1,2.646,0.0,1.323,1.323,21-25
Esmir Bajraktarevic,Bosnia–Herz,MF,21,PSV,4,230,0,0,0,0,3,2,0.0,0.0,58.0,1,2,0,8,3,0,0.0,0.0,0.0,0.0,21-25
Haris Tabaković,Bosnia–Herz,FW,31,Schalke 04,1,16,0,0,0,0,0,0,0.0,0.0,16.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Ivan Bašić,Bosnia–Herz,MF,24,Unattached,3,179,0,1,0,0,4,0,0.0,0.0,60.0,2,3,0,12,3,1,0.0,0.503,0.0,0.0,21-25
Ivan Šunjić,Bosnia–Herz,MF,29,Unattached,4,196,0,0,0,0,1,1,0.0,0.0,49.0,7,0,0,1,0,3,0.0,0.0,0.0,0.0,26-30
Jovo Lukić,Bosnia–Herz,FW,27,Univ. Cluj,2,67,1,0,1,0,3,2,0.33,0.5,34.0,1,0,0,0,0,1,1.344,0.0,1.344,1.344,26-30
Kerim Alajbegović,Bosnia–Herz,MF,18,RB Salzburg,4,277,1,0,0,0,4,1,0.25,1.0,69.0,4,6,1,15,2,0,0.325,0.0,0.0,0.0,16-20
Nikola Katić,Bosnia–Herz,DF,29,Schalke 04,4,317,0,0,1,0,2,0,0.0,0.0,79.0,4,0,0,0,5,6,0.0,0.0,0.284,0.284,26-30
Nikola Vasilj,Bosnia–Herz,GK,30,St Pauli,4,360,0,0,0,0,0,0,0.0,0.0,90.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Samed Baždar,Bosnia–Herz,FW,22,Gladbach,1,29,0,0,0,0,0,0,0.0,0.0,29.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Sead Kolašinac,Bosnia–Herz,DF,32,Atalanta,4,337,0,1,0,0,0,0,0.0,0.0,84.0,6,4,0,9,2,6,0.0,0.267,0.0,0.0,31-35
Stjepan Radeljić,Bosnia–Herz,DF,28,Rijeka,2,180,0,0,1,0,1,0,0.0,0.0,90.0,1,3,0,0,0,1,0.0,0.0,0.5,0.5,26-30
Tarik Muharemovic,Bosnia–Herz,DF,23,Sassuolo,3,259,0,0,0,1,1,0,0.0,0.0,86.0,5,2,0,1,8,1,0.0,0.0,0.3474,1.042,21-25
Alex Sandro,Brazil,DF,35,Flamengo,1,9,0,0,0,0,0,0,0.0,0.0,9.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Alisson,Brazil,GK,33,Liverpool,5,450,0,0,0,0,0,0,0.0,0.0,90.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Bruno Guimarães,Brazil,MF,28,Newcastle,5,416,0,4,0,0,8,2,0.0,0.0,83.0,4,7,0,16,2,6,0.0,0.865,0.0,0.0,26-30
Casemiro,Brazil,MF,34,Manchester Utd,5,379,1,0,2,0,4,2,0.25,0.5,76.0,6,6,0,5,6,5,0.2374,0.0,0.4749,0.4749,31-35
Danilo,Brazil,DF,34,Flamengo,5,405,0,0,2,0,1,0,0.0,0.0,81.0,7,1,1,10,7,2,0.0,0.0,0.4443,0.4443,31-35
Danilo Santos,Brazil,MF,25,Botafogo–RJ,4,46,0,0,0,0,2,1,0.0,0.0,12.0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,21-25
Douglas Santos,Brazil,DF,32,Zenit,5,441,0,0,1,0,2,0,0.0,0.0,88.0,3,2,1,6,6,10,0.0,0.0,0.2041,0.2041,31-35
Endrick,Brazil,FW,19,Lyon,4,114,0,0,0,0,3,0,0.0,0.0,29.0,1,1,1,0,1,1,0.0,0.0,0.0,0.0,16-20
Fabinho,Brazil,DF,32,Al-Ittihad,3,71,0,0,1,0,1,0,0.0,0.0,24.0,4,0,0,0,2,1,0.0,0.0,1.268,1.268,31-35
Gabriel Magalhães,Brazil,DF,28,Arsenal,5,450,0,1,0,0,1,0,0.0,0.0,90.0,1,3,0,3,4,2,0.0,0.2,0.0,0.0,26-30
Gabriel Martinelli,Brazil,MF,24,Arsenal,4,143,1,0,0,0,2,1,0.5,1.0,36.0,4,3,0,2,2,0,0.6294,0.0,0.0,0.0,21-25
Igor Thiago,Brazil,FW,24,Brentford,1,61,0,0,0,0,2,1,0.0,0.0,61.0,2,0,0,0,0,1,0.0,0.0,0.0,0.0,21-25
Lucas Paquetá,Brazil,MF,28,Flamengo,4,233,0,1,0,0,5,1,0.0,0.0,58.0,3,6,0,5,5,4,0.0,0.3862,0.0,0.0,26-30
Luiz Henrique,Brazil,FW,25,Zenit,1,29,0,0,0,0,0,0,0.0,0.0,29.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Marquinhos,Brazil,DF,32,PSG,5,450,0,0,0,0,2,0,0.0,0.0,90.0,0,2,1,1,3,2,0.0,0.0,0.0,0.0,31-35
Matheus Cunha,Brazil,FW,27,Manchester Utd,5,290,3,0,0,0,11,5,0.27,0.6,58.0,1,3,1,4,3,3,0.931,0.0,0.0,0.0,26-30
Neymar,Brazil,FW,34,Santos,2,39,1,0,1,0,3,2,0.0,0.5,20.0,1,1,0,7,0,0,2.309,0.0,2.309,2.309,31-35
Raphinha,Brazil,MF,29,Barcelona,2,129,0,0,0,0,3,2,0.0,0.0,65.0,1,2,2,9,0,0,0.0,0.0,0.0,0.0,26-30
Rayan,Brazil,FW,19,Bournemouth,4,288,0,1,0,0,5,2,0.0,0.0,72.0,5,4,1,11,3,4,0.0,0.3125,0.0,0.0,16-20
Roger Ibanez,Brazil,DF,27,Al-Ahli,1,45,0,0,1,0,0,0,0.0,0.0,45.0,2,1,0,0,1,2,0.0,0.0,2.0,2.0,26-30
Vinicius Júnior,Brazil,FW,25,Real Madrid,5,440,4,1,0,0,17,11,0.24,0.3635,88.0,4,10,3,12,1,1,0.8184,0.2046,0.0,0.0,21-25
Éderson Silva,Brazil,MF,26,Atalanta,2,22,0,0,0,0,2,0,0.0,0.0,11.0,1,0,0,2,1,0,0.0,0.0,0.0,0.0,26-30
Dailon Livramento,Cabo Verde,FW,25,Casa Pia,3,174,0,0,0,0,1,0,0.0,0.0,58.0,1,1,2,2,0,0,0.0,0.0,0.0,0.0,21-25
Deroy Duarte,Cabo Verde,MF,26,Ludogorets,4,264,1,0,0,0,3,2,0.33,0.5,66.0,4,1,0,1,6,5,0.3408,0.0,0.0,0.0,26-30
